Id,PONumber,ItemNumber,OrderQty
2251,39611,AACB00SM0340000,24
2252,39611,AAEP00SM0070000,72
2253,39611,AAEP00SM0080000,72
2254,39611,AASS00SM0010000,288
2255,39611,AASS00SM0020000,288
2256,39611,ARPSINSM0020000,12
2257,39611,AMHO00SM0180000,24
2258,39611,AMHO00SM0190000,24
2259,39611,AMHO00SM0200000,24
2260,39611,ARPSINSM0030000,2
2261,39612,ACCBWCSE0250000,18
2262,39612,ACCBWCSE0060000,45
2263,39612,ACCBWCSE0070000,18
2264,39612,ACCBWCSE0080000,72
2265,39612,ACCBWCSE0090000,12
2266,39612,ACCBWCSE0100000,6
2267,39612,ACCBWCSE0170000,6
2268,39612,ACCBWCSE0180000,24
2269,39613,ACCBWCSE0250000,18
2270,39613,ACCBWCSE0060000,18
2271,39613,ACCBWCSE0070000,18
2272,39613,ACCBWCSE0080000,60
2273,39613,ACCBWCSE0090000,24
2274,39613,ACCBWCSE0100000,12
2275,39613,ACCBWCSE0320000,12
2276,39613,ACCBWCSE0180000,12
2277,39613,ACCBWCSE0270000,12
2278,39614,ACCBWCSE0200000,9
2279,39614,ACCBWCSE0210000,9
2280,39614,ACCBWCSE0220000,12
2281,39614,ACCBWCSE0230000,6
2282,39614,ACCBWCSE0240000,6
2283,39614,ACCBWCSE0300000,8
2284,39614,ACCBWCSE0330000,12
2285,39614,ACCBWCSE0080000,72
2286,39614,ACCBWCSE0180000,12
2287,39614,ACCBWCSE0170000,6
2288,39614,ACCBWCSE0100000,12
2289,39614,ACCBWCSE0060000,18
2290,39396,AEHESUEH0010000,1800
2291,39396,AEHESUEH0030000,1200
2292,39396,AECN00EH0390000,90
2293,39396,AECN00EH0400000,135
2294,39396,AEIX00EH0140000,48
2295,39396,AEHESUEH0070000,600
2296,39396,AEHESUEH0060000,3000
2297,39396,APWPIXEH0120000,60
2298,39396,APHE00EH0010000,2400
2299,39396,APCN00EH1710000,12
2300,39396,APCN00EH1060000,48
2301,39396,AAOT00EH0030000,48
2302,39396,APCN00EH1080000,36
2303,39396,APCN00EH1900000,60
2304,39396,APCN00EH1910000,150
2305,39396,APCN00EH1090000,120
2306,39396,APCN00EH1980000,400
2307,39396,APCN00EH0400000,30
2308,39396,APCN00EH2290000,24
2309,39396,APCN00EH1100000,150
2310,39396,APCN00EH1940000,96
2311,39396,APCN00EH0220000,6
2312,39396,APCN00EH1340000,12
2313,39396,APCN00EH1110000,120
2314,39396,APCN00EH1300000,24
2315,39396,APCN00EH1840000,120
2316,39396,APCN00EH0150000,12
2317,39396,APCN00EH1850000,36
2318,39396,APCN00EH1780000,60
2319,39396,APCN00EH1970000,28
2320,39396,APCN00EH2550000,6
2321,39396,APCN00EH2410000,60
2322,39396,APCN00EH2420000,96
2323,39396,APCN00EH2460000,12
2324,39396,APCN00EH2490000,60
2325,39396,APCN00EH0130000,480
2326,39396,APCN00EH0110000,600
2327,39396,APCN00EH0650000,100
2328,39396,APCN00EH1690000,60
2329,39396,APCN00EH1950000,300
2330,39396,APCN00EH0300000,240
2331,39396,APCN00EH0330000,36
2332,39396,APCN00EH1190000,6
2333,39396,APCN00EH2650000,36
2334,39396,AEIP00EH0010000,12
2335,39396,AEIP00EH0020000,120
2336,39396,APCN00EH0120000,12
2337,39396,APCN00EH0100000,72
2338,39396,APCN00EH0560000,150
2339,39396,APCN00EH0730000,60
2340,39396,APCN00EH0900000,60
2341,39396,APCN00EH1320000,25
2342,39396,APCN00EH0360000,48
2343,39396,APCN00EH0350000,75
2344,39396,APCN00EH1960000,18
2345,39396,APCN00EH1270000,36
2346,39396,APCN00EH1010000,300
2347,39396,APCN00EH3030000,75
2348,39396,APTU00EH0090000,60
2349,39396,APCN00EH3040000,36
2350,39396,APCN00EH0910000,300
2351,39396,APCN00EH0920000,240
2352,39396,APCN00EH0720000,180
2353,39396,AACB00EH0170000,12
2354,39396,APCN00EH3130000,6
2355,39396,AACB00EH0220000,24
2356,39396,APWPIXEH0060000,18
2357,39396,APWPIXEH0040000,24
2358,39396,APCN00EH0370000,72
2359,39396,APCN00EH0090000,24
2360,39396,APCN00EH2800000,18
2361,39396,AEIX00EH0080000,30
2362,39396,AMCN00EH0320000,36
2363,39396,AMCN00EH0450000,60
2364,39396,APCN00EH2060000,72
2365,39396,APCN00EH0470000,240
2366,39396,APCN00EH2070000,24
2367,39396,APCN00EH1650000,100
2368,39396,APTU00EH0020000,820
2369,39396,APCN00EH0480000,72
2370,39396,APCN00EH1660000,12
2371,39396,APTU00EH0030000,1176
2372,39396,APCN00EH0500000,6
2373,39396,APTU00EH0050000,164
2374,39396,APCN00EH1990000,48
2375,39396,APCN00EH0580000,48
2376,39396,APCN00EH2000000,180
2377,39396,APCN00EH2010000,300
2378,39396,APCN00EH2020000,96
2379,39396,APTU00EH0060000,180
2380,39396,APTU00EH0070000,1200
2381,39396,APCN00EH2330000,9
2382,39396,APCN00EH2340000,300
2383,39396,APCN00EH0040000,160
2384,39396,APCN00EH0340000,24
2385,39396,AMCH00EH0010000,160
2386,39396,APCN00EH2630000,24
2387,39396,AMIN00EH0050000,60
2388,39396,AECN00EH0440000,6
2389,39396,AECN00EH0450000,6
2390,39570,ACGA00AG1480000,60
2391,39570,ACGA00AG1000000,240
2392,39570,ACGA00AG1320000,20
2393,39570,ACGA00AG1180000,12
2394,39570,ACGA00AG0150000,12
2395,39570,ACGA00AG0930000,60
2396,39570,ACGA00AG0670000,72
2397,39570,ACGA00AG0230000,12
2398,39570,ACGA00AG0310000,100
2399,39570,ACGA00AG0410000,60
2400,39570,ACGA00AG0460000,150
2401,39570,ACGA00AG0510000,100
2402,39570,ACGA00AG1520000,48
2403,39570,ACGA00AG1540000,6
2404,39570,ACGA00AG1550000,6
2405,39570,ACGA00AG1620000,240
2406,39570,ACGA00AG0210000,4
2407,39570,ACGA00AG0540000,4
2408,39570,ACGT00AG0050000,24
2409,39570,ACGT00AG0080000,60
2410,39570,ACGT00AG0090000,60
2411,39570,ACGT00AG0140000,60
2412,39570,ACGT00AG0180000,24
2413,39570,ACGT00AG0270000,100
2414,39570,ACGT00AG0290000,6
2415,39570,ACGT00AG0350000,24
2416,39570,ACGT00AG0370000,12
2417,39570,ACGA00AG1560000,24
2418,39570,ACGA00AG1580000,24
2419,39603,DFBA00HT0040000,2000
2420,39603,DFBA00HT0080000,2000
2421,39533,SACG00HG0040000,3
2422,39533,SACG00HG0030000,6
2423,39533,BFTR00HG0010000,12
2424,39533,BFTR00HG0020000,12
2425,39533,BFST00HG0030000,12
2426,39533,BFPL00HG0280000,6
2427,39533,BHFS00HG0010000,8
2428,39533,BIPR00HG0070000,10
2429,39533,BIPR00HG0080000,10
2430,39533,CDNF00HG0020000,4
2431,39533,BFPL00HG0190000,3
2432,39533,BFSE00HG0040000,1
2433,39533,BFSE00HG0060000,1
2434,39533,BFSE00HG0080000,4
2435,39533,BFPL00HG0340000,3
2436,39533,SCMT00HG0050000,5
2437,39533,SCPC00HG0010000,40
2438,39608,RDPL00ZM0320000,24
2439,39608,RTTHDIZM0040000,48
2440,39608,RDCA00ZM0040000,24
2441,39608,RTHUMIZM0010000,36
2442,39608,REHEMAZM0040000,288
2443,39608,REHEMAZM0030000,240
2444,39608,RTHEMAZM0020000,72
2445,39608,REFICLZM0010000,60
2446,39608,AAOT00ZM0010000,48
2447,39608,RAFE00ZM0010000,144
2448,39608,RHOT00ZM0020000,144
2449,39608,RLRBINZM0170000,144
2450,39608,RLRBINZM0160000,360
2451,39608,RWCL00ZM0010000,24
2452,39608,RLRBINZM0390000,60
2453,39608,RDDOFLZM0050000,72
2454,39608,RTTHDIZM0010000,48
2455,39608,REHECAZM0010000,72
2456,39608,RCTA00ZM0080000,12
2457,39608,RLFICLZM0020000,36
2458,39608,AECF00ZM0010000,12
2459,39608,RDDOFLZM0030000,144
2460,39608,RDDOFLZM0040000,48
2461,39608,RDDOFLZM0060000,48
2462,39608,RLRBNOZM0090000,24
2463,39608,ADORPLZM0030000,144
2464,39608,ADORPLZM0020000,144
2465,39608,ADORPLZM0010000,24
2466,39608,ALRBH5ZM0220000,24
2467,39608,RATM00ZM0010000,144
2468,39608,REFIH5ZM0010000,144
2469,39608,ALRBH5ZM0160000,240
2470,39608,REFIFLZM0070000,24
2471,39608,RCTA00ZM0130000,6
2472,39608,RDDE00ZM0260000,96
2473,39608,RDDE00ZM0290000,72
2474,39608,RNCS00ZM0020000,60
2475,39608,RTTHDIZM0050000,120
2476,39608,RNCS00ZM0010000,60
2477,39608,RDDE00ZM0100000,72
2478,39608,RDCA00ZM0050000,16
2479,39608,RAFE00ZM0100000,24
2480,39608,RDDOFLZM0070000,144
2481,39608,REFIDLZM0010000,144
2482,39608,RCSKPAZM0030000,20
2483,39608,REHEMAZM0060000,60
2484,39608,REFIDLZM0020000,72
2485,39608,REHEHRZM0010000,48
2486,39608,RLRBPCZM0040000,12
2487,39608,RLFIDLZM0020000,24
2488,39608,RLRBHLZM0010000,24
2489,39608,RLRBHLZM0020000,12
2490,39608,RLRBHLZM0030000,36
2491,39608,RLRBHLZM0040000,48
2492,39608,REFILEZM0050000,24
2493,39608,REFILEZM0060000,12
2494,39608,REFILEZM0080000,36
2495,39608,RLRBINZM0440000,24
2496,39608,RLRBINZM0460000,12
2497,39608,RLRBINZM0470000,48
2498,39608,RCSKPAZM0110000,12
2499,39608,ALRBH5ZM0230000,36
2500,39608,AETM00ZM0030000,60
2501,39608,RDGR00ZM0020000,24
2502,39608,AECN00ZM0010000,80
2503,39608,ADORPLZM0150000,48
2504,39608,BVSP00ZM0100000,36
2505,39608,RLRBINZM0520000,12
2506,39608,RLRBINZM0550000,24
2507,39608,RTHEMAZM0040000,24
2508,39608,REFICLZM0090000,72
2509,39608,REHUWAZM0060000,144
2510,39608,REHUWAZM0070000,48
2511,39608,RTTHSTZM0090000,288
2512,39608,RCSKPAZM0120000,40
2513,39608,RHCA00ZM0080000,24
2514,39608,RMME00ZM0080000,24
2515,39605,APCN00HG0800000,72
2516,39605,AMCN00HG0320000,24
2517,39605,AEAPBTHG0010000,60
2518,39605,AMME00HG0090000,48
2519,39605,ALRBSOHG0040000,6
2520,39605,ALRBSOHG0380000,6
2521,39605,AABT00HG0080000,24
2522,39605,AMHO00HG0620000,72
2523,39605,APCN00HG0570000,12
2524,39605,APCN00HG0700000,6
2525,39605,APCN00HG1140000,3
2526,39605,RAFE00HG0150000,12
2527,39605,APHO00HG0460000,18
2528,39605,APCN00HG1930000,6
2529,39605,AECN00HG0220000,36
2530,39605,ACDT00HG0450000,25
2531,39605,APCN00HG2120000,12
2532,39605,ACCBWCHG0010000,6
2533,39605,AMCN00HG0520000,48
2534,39605,AECN00HG0250000,24
2535,39605,AMCN00HG0600000,12
2536,39605,AMCN00HG0610000,24
2537,39605,RAFE00HG0060000,24
2538,39605,RDCA00HG0030000,12
2539,39605,RLRBINHG0330000,3
2540,39605,RCTA00HG0090000,12
2541,39605,RDPL00HG0240000,24
2542,39605,APCN00HG1520000,18
2543,39605,RTHUMIHG0030000,12
2544,39605,ADPR00HG0080000,72
2545,39605,RDDE00HG0170000,6
2546,39605,AMME00HG0190000,36
2547,39605,ACDT00HG0420000,48
2548,39605,ACDT00HG0340000,24
2549,39620,AAGC00PY0210000,48
2550,39620,AAGC00PY0230000,10
2551,39620,AAGC00PY0340000,50
2552,39620,AAGC00PY0180000,50
2553,39620,AWWC00PY0040000,24
2554,39620,AAGC00PY0250000,10
2555,39620,AAGC00PY0280000,48
2556,39620,AAGC00PY0170000,50
2557,39544,APCN00EH2340000,-1
2558,39544,APCN00EH2840000,-1
2559,39544,AEHESUEH0030000,-1
2560,39544,APCN00EH2390000,-1
2561,39544,AEHESUEH0070000,-1
2562,39544,AEHESUEH0020000,-1
2563,39544,AAAF00EH0030000,-1
2564,39544,AEHESUEH0030000,-1
2565,39544,AAGC00EH0010000,-1
2566,39544,APCN00EH2340000,-1
2567,39544,AAGC00EH0010000,-1
2568,39544,AAGC00EH0010000,-1
2569,39544,AEHESUEH0020000,-1
2570,39544,AEHESUEH0020000,-1
2571,39544,AAGC00EH0010000,-1
2572,39544,AEHESUEH0030000,-2
2573,39544,AEHESUEH0040000,-1
2574,39544,APCN00EH2340000,-1
2575,39544,AEHESUEH0040000,-1
2576,39544,APCN00EH2490000,-2
2577,39544,AECN00EH0410000,-1
2578,39544,AEHESUEH0060000,-13
2579,39544,AEHESUEH0040000,-4
2580,39544,AEHESUEH0020000,-1
2581,39544,AEHESUEH0040000,-1
2582,39544,AEIX00EH0160000,-1
2583,39544,AAAF00EH0030000,-1
2584,39544,APCN00EH0110000,-1
2585,39544,APTU00EH0070000,-1
2586,39544,APCN00EH1280000,-1
2587,39544,AEHESUEH0030000,-1
2588,39544,AEHESUEH0070000,-1
2589,39544,AEHESUEH0040000,-1
2590,39544,AEHESUEH0040000,-1
2591,39544,AAAF00EH0030000,-1
2592,39544,AEIX00EH0050000,-1
2593,39544,APWPIXEH0040000,-1
2594,39544,AEHESUEH0010000,-1
2595,39544,AAAF00EH0030000,-1
2596,39544,AAGC00EH0010000,-1
2597,39544,AEHESUEH0020000,-1
2598,39544,AEHESUEH0060000,-1
2599,39544,AAAF00EH0020000,-1
2600,38718,AEIP00SQ0080000,-1
2601,38718,AEIX00SQ0160000,-1
2602,38718,AEIP00SQ0070000,-1
2603,38718,AMIN00SQ0040000,-1
2604,38718,AEIN00SQ0020000,-1
2605,38718,AEIP00SQ0080000,-2
2606,38718,AEIP00SQ0200000,-1
2607,39600,AEIP00SQ0040000,-1
2608,39600,AEIN00SQ0030000,-1
2609,39600,PEFG00SQ0040000,-1
2610,39600,PEIP00SQ0010000,-1
2611,39600,AECN00SQ0020000,-1
2612,39600,AEIX00SQ0120000,-1
2613,39600,AEIX00SQ0150000,-1
2614,39607,AQAF00LE0020000,144
2615,39607,APHE00LE0010000,72
2616,39607,AQAF00LE0030000,288
2617,39607,ADORPLLE0010000,24
2618,39607,AQVCCVLE0010000,120
2619,39607,AQASSSLE0050000,48
2620,39607,AQVCSVLE0010000,288
2621,39607,AQAT00LE0020000,288
2622,39607,AQAT00LE0010000,240
2623,39607,APTU00LE0040000,120
2624,39607,APTU00LE0070000,36
2625,39607,APTU00LE0080000,24
2626,39607,APTU00LE0050000,12
2627,39607,APTU00LE0010000,50
2628,39607,APTU00LE0030000,6
2629,39607,RCTA00LE0100000,120
2630,39607,RCTA00LE0110000,96
2631,39607,RCTA00LE0120000,144
2632,39607,AABT00LE0020000,48
2633,39607,APTU00LE0140000,200
2634,39607,APTU00LE0100000,100
2635,39607,ACBW00LE0040000,240
2636,39607,SYPL00LE0010000,54
2637,39607,SYPL00LE0020000,80
2638,39607,SYPL00LE0030000,24
2639,39607,SACR00LE0020000,135
2640,39607,SACR00LE0040000,160
2641,39607,ACBW00LE0140000,96
2642,39607,AQAF00LE0050000,72
2643,39607,AQAF00LE0060000,144
2644,39607,AQASWSLE0010000,36
2645,39631,AAGC00PY0210000,96
2646,39631,AAGC00PY0230000,40
2647,39631,AAGC00PY0340000,50
2648,39631,AAGC00PY0180000,100
2649,39631,AAGC00PY0200000,8
2650,39631,AAGC00PY0070000,10
2651,39631,AAGC00PY0310000,120
2652,39631,AQAT00PY0030000,200
2653,39621,PEIL00SA0080000,-11
2654,39657,AOBA00900090000,60
2655,39657,AOBA00900150000,60
2656,39657,AOBA00900160000,90
2657,39657,AOCS00900410000,10
2658,39658,DXSA00HP0020000,150
2659,39658,DXSA00HP0010000,150
2660,39658,DFTR00HP0020000,144
2661,39658,DFTR00HP0030000,120
2662,39658,DFTR00HP0010000,120
2663,39680,AAGC00PY0210000,96
2664,39680,AAGC00PY0230000,60
2665,39680,AAGC00PY0270000,40
2666,39680,AAGC00PY0340000,50
2667,39680,AAGC00PY0170000,50
2668,39680,AAGC00PY0180000,50
2669,39680,AAGC00PY0360000,48
2670,39680,AAGC00PY0250000,5
2671,39680,AAGC00PY0030000,50
2672,39680,AQAT00PY0050000,40
2673,39680,AAGC00PY0290000,36
2674,39680,AAGC00PY0300000,96
2675,39680,AAGC00PY0280000,48
2676,39680,AAGC00PY0320000,36
2677,39680,AAGC00PY0380000,72
2678,39609,BHFS00HG0010000,5
2679,39609,BFTR00HG0010000,8
2680,39609,BFTR00HG0020000,8
2681,39609,BFST00HG0030000,8
2682,39609,BIPR00HG0070000,10
2683,39609,CDCLCLHG0010000,6
2684,39609,SCMT00HG0050000,5
2685,39609,DXFTCOHG0150000,3
2686,39609,DQPT00HG0070000,4
2687,39609,DJCB00HG0250000,4
2688,39609,DJCB00HG0210000,4
2689,39609,CLHR00HG0110000,4
2690,39609,CLCL00HG0070000,4
2691,39609,CLCL00HG0080000,4
2692,39609,CLHR00HG0120000,4
2693,39609,CLHR00HG0050000,4
2694,39609,CLHR00HG0040000,2
2695,39609,CLHR00HG0090000,2
2696,39609,CLCL00HG0050000,4
2697,39609,CLCL00HG0060000,4
2698,39609,CYIN00HG0410000,4
2699,39609,SCPC00HG0010000,40
2700,39609,BCPC00HG0010000,40
2701,39681,ARWD00PD0230000,1
2702,39681,ARWD00PD0200000,1
2703,39682,ACGA00AG1120000,60
2704,39682,ACGA00AG1200000,72
2705,39682,ACGA00AG1280000,100
2706,39630,AAMB00RE0040000,24
2707,39630,ACGA00RE1450000,1
2708,39630,ACGA00RE1170000,1
2709,39630,ACGA00RE1210000,1
2710,39630,ACGA00RE1250000,1
2711,39630,AWSMSWRE0020000,108
2712,39630,AWMD00RE0020000,48
2713,39630,AWSMSWRE0120000,48
2714,39630,AXMSSWRE0030000,24
2715,39630,AXMSSWRE0050000,24
2716,39630,AWAC00RE0010000,36
2717,39630,AWMSCORE0510000,12
2718,39630,ACGA00RE0730000,2
2719,39630,ACGA00RE0750000,2
2720,39630,ACGC00RE0010000,2
2721,39630,ACGA00RE1410000,1
2722,39630,ACGA00RE0790000,1
2723,39630,AAMB00RE0050000,12
2724,39630,ACGA00RE0780000,1
2725,39654,RFRF00ER0040000,500
2726,39654,RFRF00ER0050000,300
2727,39654,RFRF00ER0070000,100
2728,39654,RFRF00ER0100000,500
2729,39654,RFRF00ER0010000,200
2730,39654,RFRF00ER0060000,240
2731,39654,RFRF00ER0080000,90
2732,39654,RFRF00ER0130000,300
2733,39683,AMME00900010000,14760
2734,39684,DFTR00FD2100000,3
2735,39684,DFTR00FD2580000,2
2736,39684,BIPR00JW0040000,4
2737,39684,BIPR00JW0060000,6
2738,39684,BIPR00JW0020000,6
2739,39684,BFPL00FD0080000,1
2740,39684,BFST00FD0180000,4
2741,39684,BFST00FD0040000,4
2742,39684,BCCADBJW0040000,2
2743,39684,BCCADBJW0020000,2
2744,39684,SFTR00FD0120000,6
2745,39684,SFTR00FD0010000,8
2746,39684,SFTR00FD0020000,12
2747,39684,SFTR00FD0080000,12
2748,39684,SFTR00FD0090000,4
2749,39684,SFTR00FD0540000,12
2750,39684,SFTR00FD0030000,12
2751,39684,DFTR00FD3040000,6
2752,39684,SFTR00FD0210000,6
2753,39684,SFRF00FD0070000,6
2754,39684,SFRF00FD0040000,6
2755,39684,SFRF00FD0130000,2
2756,39684,SCMT00FD0010000,2
2757,39685,RLRBINFK0040000,40
2758,39685,RDDE00FK0020000,24
2759,39685,RDDE00FK0040000,24
2760,39685,RFPL00FK0040000,120
2761,39685,RFPL00FK0120000,10
2762,39685,RFPL00FK0130000,20
2763,39685,RFPL00FK0150000,20
2764,39685,RFPL00FK0160000,20
2765,39685,REFIDLFK0010000,72
2766,39685,REFIDLFK0020000,48
2767,39685,RDBA00FK0010000,24
2768,39685,RFFD00FK0050000,240
2769,39685,RFCA00FK0010000,24
2770,39685,RFCA00FK0030000,24
2771,39685,RFGE00FK0070000,72
2772,39685,RFGE00FK0090000,60
2773,39685,RVVI00FK0010000,18
2774,39685,RVVI00FK0020000,32
2775,39685,RVVI00FK0070000,16
2776,39685,REFICLFK0030000,20
2777,39685,REFICLFK0040000,40
2778,39685,REFICLFK0050000,42
2779,39685,RALE00FK0010000,40
2780,39685,RALE00FK0020000,20
2781,39685,RALE00FK0030000,40
2782,39685,RALE00FK0040000,20
2783,39685,RDPL00FK0030000,20
2784,39685,RDBA00FK0020000,40
2785,39685,RCTO00FK0010000,24
2786,39685,RCTO00FK0030000,48
2787,39685,RCTO00FK0040000,24
2788,39685,RCTO00FK0060000,12
2789,39685,RLRBHLFK0030000,20
2790,39685,RTTHSTFK0010000,48
2791,39685,RFST00FK0070000,48
2792,39685,RFST00FK0080000,36
2793,39685,RFST00FK0090000,36
2794,39685,REHEMAFK0020000,12
2795,39692,RDDE00CT0010000,250
2796,39692,RDDE00CT0030000,72
2797,39692,RDDE00CT0040000,72
2798,39692,RHOT00CT0070000,150
2799,39692,RDDE00CT0100000,60
2800,39692,RDDE00CT0110000,60
2801,39692,RDDE00CT0120000,80
2802,39692,ADPL00CT0010000,60
2803,39692,ADPL00CT0020000,36
2804,39692,RDPL00CT0010000,36
2805,39693,AFPL00NF0760000,72
2806,39693,AFPL00NF0800000,12
2807,39693,AFPL00NF0820000,6
2808,39693,AFPL00NF0860000,12
2809,39693,AFPL00NF0880000,72
2810,39693,PFPL00NF0070000,6
2811,39693,PFPL00NF0080000,6
2812,39693,AFPL00NF0920000,72
2813,39693,AFPL00NF0010000,24
2814,39693,AFPL00NF0020000,36
2815,39693,AFPL00NF0030000,18
2816,39693,AFPL00NF0050000,48
2817,39693,AFPL00NF0060000,72
2818,39693,AFPL00NF0070000,36
2819,39693,AFPL00NF0100000,48
2820,39693,AFPL00NF0110000,24
2821,39693,AFPL00NF0130000,24
2822,39693,AFPL00NF0180000,48
2823,39693,AFPL00NF0190000,60
2824,39693,AFPL00NF0210000,6
2825,39693,AFPL00NF0270000,12
2826,39693,AFPL00NF0290000,6
2827,39693,AFPL00NF0300000,4
2828,39693,AFPL00NF0320000,24
2829,39693,AFPL00NF0340000,48
2830,39693,AFPL00NF0380000,120
2831,39693,AFPL00NF0390000,96
2832,39693,AFPL00NF0400000,24
2833,39693,AFPL00NF0430000,360
2834,39693,AFPL00NF0450000,48
2835,39693,AFPL00NF0510000,48
2836,39693,AFPL00NF0540000,6
2837,39693,AFPL00NF0610000,12
2838,39693,AFPL00NF0620000,72
2839,39693,AFPL00NF0660000,12
2840,39693,AFPL00NF0940000,36
2841,39693,AFFK00NF0010000,8
2842,39687,AEKT00AG0030000,216
2843,39687,AEKT00AG0050000,160
2844,39687,AEKT00AG0060000,90
2845,39688,RCSK00AG0010000,48
2846,39688,AASS00AG0040000,72
2847,39688,AASS00AG0020000,72
2848,39688,ACGT00AG0210000,1
2849,39688,ACGT00AG0240000,12
2850,39688,ACGA00AG1230000,2
2851,39688,ACGT00AG0310000,3
2852,39688,ACGA00AG0170000,12
2853,39688,ACGA00AG0390000,4
2854,39688,ACGA00AG0910000,12
2855,39688,ACGT00AG0410000,24
2856,39688,ACGT00AG0090000,72
2857,39688,ACGA00AG0940000,36
2858,39688,AECA00AG0400000,24
2859,39688,AECA00AG0360000,6
2860,39688,RCSK00AG0080000,12
2861,39688,RCTA00AG0160000,36
2862,39688,AECA00AG0280000,4
2863,39688,ACCBWCAG2100000,2
2864,39688,AECA00AG0320000,36
2865,39688,AECA00AG0270000,3
2866,39688,RCTA00CL0320000,12
2867,39688,RCTA00CL0330000,6
2868,39688,ACGA00AG0710000,36
2869,39688,ACGA00AG0740000,12
2870,39688,APAR00AG0020000,120
2871,39688,ACGA00AG1560000,60
2872,39688,ACGA00AG1580000,72
2873,39688,AECP00AG0030000,36
2874,39688,AECP00AG0040000,24
2875,39688,AEKTDTAG0020000,120
2876,39688,AEKTDTAG0030000,60
2877,39688,AEKTDTAG0040000,24
2878,39688,AEKTDTAG0050000,48
2879,39688,AEKT00AG0130000,12
2880,39688,AESLLEAQ0130000,6
2881,39688,ACKTPAAG0020000,12
2882,39688,AESLLEAQ0140000,120
2883,39688,AESLLECL0160000,6
2884,39688,ACGA00AG1500000,6
2885,39688,ACSKPAAQ0010000,6
2886,39688,ACDT00AG0260000,72
2887,39688,ACDT00AQ0010000,12
2888,39688,ACCBKDAQ0020000,36
2889,39688,ACCBKDAQ0040000,6
2890,39688,ACCBKDAQ0060000,24
2891,39688,AESLLEAQ0070000,36
2892,39688,AESLLEAQ0080000,24
2893,39688,ACDT00AQ0030000,80
2894,39688,AEKTDTAQ0030000,24
2895,39688,AEKTDTAQ0050000,288
2896,39688,AEKTDTAQ0060000,160
2897,39688,AEKTDTAQ0070000,160
2898,39688,AEKTDTAQ0080000,160
2899,39688,AEKTDTAQ0090000,80
2900,39688,AEKTDTAQ0100000,72
2901,39688,AEKTDTAQ0110000,48
2902,39688,AEKTDTAQ0040000,160
2903,39695,PEIL00SA0230000,2
2904,39695,PWBI00SA0170000,12
2905,39695,PWBI00SA0180000,6
2906,39695,PAFI00SA0150000,288
2907,39695,PPWP00SA0380000,1
2908,39695,PANT00SA0020000,6
2909,39695,PANT00SA0030000,12
2910,39695,PEIL00SA0060000,2
2911,39695,PEAPELSA0020000,12
2912,39695,PPAP00SA0010000,6
2913,39695,PFPL00SA0050000,4
2914,39695,PFPL00SA0090000,6
2915,39695,PTTH00SA0010000,12
2916,39695,PESB00SA0020000,6
2917,39695,PESB00SA0030000,12
2918,39695,PESB00SA0040000,3
2919,39695,PESB00SA0050000,6
2920,39695,PEDI00SA0010000,120
2921,39695,PANT00SA0100000,36
2922,39695,PANT00SA0110000,24
2923,39695,PWBI00SA0110000,12
2924,39695,PFPL00SA0130000,12
2925,39695,PFPL00SA0140000,12
2926,39695,PEEXPUSA0070000,2
2927,39695,PATU00SA0090000,12
2928,39695,PEIP00SA0310000,1
2929,39695,PWBI00SA0040000,6
2930,39695,PEEXPRSA0040000,1
2931,39695,PWBI00SA0100000,6
2932,39695,PWPH00SA0010000,6
2933,39695,PWWE00SA0040000,12
2934,39695,PAOT00SA0050000,24
2935,39695,PPUV00SA0040000,6
2936,39695,PEAPELSA0040000,6
2937,39691,AFFR00HK0160000,192
2938,39691,AFFR00HK0290000,288
2939,39691,AFFR00HK0350000,96
2940,39691,AFFR00HK0360000,288
2941,39691,AFFR00HK0020000,1440
2942,39691,AFFR00HK0190000,192
2943,39691,AFFR00HK0010000,96
2944,39691,AFFR00HK0370000,576
2945,39691,AFFR00HK0390000,96
2946,39691,AFFR00HK0400000,144
2947,39691,AFFR00HK0410000,144
2948,39691,AFFR00HK0440000,144
2949,39691,AFFR00HK0450000,192
2950,39691,AFFR00HK0460000,96
2951,39691,AFFR00HK0260000,288
2952,39691,AFFR00HK0250000,144
2953,39691,AFFR00HK0590000,126
2954,39691,AFFR00HK0610000,98
2955,39691,AFFR00HK0620000,96
2956,39686,RCTA00AG0130000,48
2957,39686,RCTA00AG0060000,72
2958,39686,RCTA00AG0070000,72
2959,39686,RCTA00AG0080000,24
2960,39686,RCTA00AG0090000,72
2961,39686,RCTA00AG0100000,24
2962,39686,RCTA00AG0110000,60
2963,39686,RCTA00AG0120000,72
2964,39690,AFPL00HK0010000,1440
2965,39690,AFPL00HK0090000,48
2966,39690,AFPL00HK0120000,48
2967,39690,AFPL00HK0110000,48
2968,39690,AFPL00HK0130000,96
2969,39690,AFPL00HK0140000,48
2970,39690,AFPL00HK0160000,48
2971,39690,AFPL00HK0170000,48
2972,39690,AFPL00HK0180000,96
2973,39690,AFPL00HK0200000,96
2974,39690,AFPL00HK0190000,144
2975,39690,AFPL00HK0210000,48
2976,39690,AFPL00HK0250000,48
2977,39690,AFPL00HK0270000,96
2978,39690,AFPL00HK0310000,50
2979,39690,AFPL00HK0430000,30
2980,39690,AFPL00HK0640000,24
2981,39690,AFPL00HK0680000,288
2982,39690,AFPL00HK0690000,288
2983,39690,AFPL00HK0710000,288
