Id,BinCode,BinTypeId,Reference,Creator,CreateTime,WarehouseLocationId
6529,SJ110301,1,Picking Using only,System Inital,2/2/2021 20:47,1
6530,SJ110309,1,Picking Using only,System Inital,2/2/2021 20:47,1
6531,SJ110313,1,Picking Using only,System Inital,2/2/2021 20:47,1
6532,SJ110401,1,Picking Using only,System Inital,2/2/2021 20:47,1
6533,SJ110405,1,Picking Using only,System Inital,2/2/2021 20:47,1
6534,SJ110409,1,Picking Using only,System Inital,2/2/2021 20:47,1
6535,SJ110413,1,Picking Using only,System Inital,2/2/2021 20:47,1
6536,SJ110501,1,Picking Using only,System Inital,2/2/2021 20:47,1
6537,SJ110505,1,Picking Using only,System Inital,2/2/2021 20:47,1
6538,SJ110509,1,Picking Using only,System Inital,2/2/2021 20:47,1
6539,SJ110513,2,Storage only,System Inital,2/2/2021 20:47,1
6540,SJ110601,1,Picking Using only,System Inital,2/2/2021 20:47,1
6541,SJ110605,1,Picking Using only,System Inital,2/2/2021 20:47,1
6542,SJ110609,1,Picking Using only,System Inital,2/2/2021 20:47,1
6543,SJ110701,1,Picking Using only,System Inital,2/2/2021 20:47,1
6544,SJ110709,1,Picking Using only,System Inital,2/2/2021 20:47,1
6545,SJ120201,1,Picking Using only,System Inital,2/2/2021 20:47,1
6546,SJ120205,1,Picking Using only,System Inital,2/2/2021 20:47,1
6547,SJ120209,1,Picking Using only,System Inital,2/2/2021 20:47,1
6548,SJ120215,1,Picking Using only,System Inital,2/2/2021 20:47,1
6549,SJ120301,1,Picking Using only,System Inital,2/2/2021 20:47,1
6550,SJ120307,1,Picking Using only,System Inital,2/2/2021 20:47,1
6551,SJ120311,1,Picking Using only,System Inital,2/2/2021 20:47,1
6552,SJ120401,1,Picking Using only,System Inital,2/2/2021 20:47,1
6553,SJ120407,1,Picking Using only,System Inital,2/2/2021 20:47,1
6554,SJ120411,2,Storage only,System Inital,2/2/2021 20:47,1
6555,SJ120501,1,Picking Using only,System Inital,2/2/2021 20:47,1
6556,SJ120507,1,Picking Using only,System Inital,2/2/2021 20:47,1
6557,SJ120511,1,Picking Using only,System Inital,2/2/2021 20:47,1
6558,SJ120601,1,Picking Using only,System Inital,2/2/2021 20:47,1
6559,SJ120607,1,Picking Using only,System Inital,2/2/2021 20:47,1
6560,SJ120611,1,Picking Using only,System Inital,2/2/2021 20:47,1
6561,SJ120701,1,Picking Using only,System Inital,2/2/2021 20:47,1
6562,SJ120709,1,Picking Using only,System Inital,2/2/2021 20:47,1
6563,SJ130201,1,Picking Using only,System Inital,2/2/2021 20:47,1
6564,SJ130301,1,Picking Using only,System Inital,2/2/2021 20:47,1
6565,SJ130311,1,Picking Using only,System Inital,2/2/2021 20:47,1
6566,SJ130401,1,Picking Using only,System Inital,2/2/2021 20:47,1
6567,SJ130411,1,Picking Using only,System Inital,2/2/2021 20:47,1
6568,SJ130501,1,Picking Using only,System Inital,2/2/2021 20:47,1
6569,SJ130507,2,Storage only,System Inital,2/2/2021 20:47,1
6570,SJ130513,1,Picking Using only,System Inital,2/2/2021 20:47,1
6571,SJ130613,1,Picking Using only,System Inital,2/2/2021 20:47,1
6572,SJ130701,1,Picking Using only,System Inital,2/2/2021 20:47,1
6573,SJ130709,1,Picking Using only,System Inital,2/2/2021 20:47,1
6574,SJ140216,1,Picking Using only,System Inital,2/2/2021 20:47,1
6575,SJ140301,1,Picking Using only,System Inital,2/2/2021 20:47,1
6576,SJ140307,1,Picking Using only,System Inital,2/2/2021 20:47,1
6577,SJ140309,1,Picking Using only,System Inital,2/2/2021 20:47,1
6578,SJ140313,1,Picking Using only,System Inital,2/2/2021 20:47,1
6579,SJ140401,1,Picking Using only,System Inital,2/2/2021 20:47,1
6580,SJ140501,1,Picking Using only,System Inital,2/2/2021 20:47,1
6581,SJ140507,1,Picking Using only,System Inital,2/2/2021 20:47,1
6582,SJ140513,1,Picking Using only,System Inital,2/2/2021 20:47,1
6583,SJ140601,1,Picking Using only,System Inital,2/2/2021 20:47,1
6584,SJ140613,1,Picking Using only,System Inital,2/2/2021 20:47,1
6585,SJ150201,1,Picking Using only,System Inital,2/2/2021 20:47,1
6586,SJ150205,1,Picking Using only,System Inital,2/2/2021 20:47,1
6587,SJ150209,1,Picking Using only,System Inital,2/2/2021 20:47,1
6588,SJ150301,1,Picking Using only,System Inital,2/2/2021 20:47,1
6589,SJ150313,1,Picking Using only,System Inital,2/2/2021 20:47,1
6590,SJ150401,1,Picking Using only,System Inital,2/2/2021 20:47,1
6591,SJ150407,1,Picking Using only,System Inital,2/2/2021 20:47,1
6592,SJ150413,1,Picking Using only,System Inital,2/2/2021 20:47,1
6593,SJ150501,2,Storage only,System Inital,2/2/2021 20:47,1
6594,SJ150507,1,Picking Using only,System Inital,2/2/2021 20:47,1
6595,SJ150513,1,Picking Using only,System Inital,2/2/2021 20:47,1
6596,SJ150601,1,Picking Using only,System Inital,2/2/2021 20:47,1
6597,SJ150613,1,Picking Using only,System Inital,2/2/2021 20:47,1
6598,SJ150701,1,Picking Using only,System Inital,2/2/2021 20:47,1
6599,SJ150709,1,Picking Using only,System Inital,2/2/2021 20:47,1
6600,SJ160201,1,Picking Using only,System Inital,2/2/2021 20:47,1
6601,SJ160209,1,Picking Using only,System Inital,2/2/2021 20:47,1
6602,SJ160213,1,Picking Using only,System Inital,2/2/2021 20:47,1
6603,SJ160301,1,Picking Using only,System Inital,2/2/2021 20:47,1
6604,SJ160305,1,Picking Using only,System Inital,2/2/2021 20:47,1
6605,SJ160307,1,Picking Using only,System Inital,2/2/2021 20:47,1
6606,SJ160309,1,Picking Using only,System Inital,2/2/2021 20:47,1
6607,SJ160313,1,Picking Using only,System Inital,2/2/2021 20:47,1
6608,SJ160403,1,Picking Using only,System Inital,2/2/2021 20:47,1
6609,SJ160407,1,Picking Using only,System Inital,2/2/2021 20:47,1
6610,SJ160413,1,Picking Using only,System Inital,2/2/2021 20:47,1
6611,SJ160501,1,Picking Using only,System Inital,2/2/2021 20:47,1
6612,SJ160507,1,Picking Using only,System Inital,2/2/2021 20:47,1
6613,SJ160513,1,Picking Using only,System Inital,2/2/2021 20:47,1
6614,SJ160601,1,Picking Using only,System Inital,2/2/2021 20:47,1
6615,SJ160607,1,Picking Using only,System Inital,2/2/2021 20:47,1
6616,SJ160701,1,Picking Using only,System Inital,2/2/2021 20:47,1
6617,SJ160709,2,Storage only,System Inital,2/2/2021 20:47,1
6618,SJ160713,1,Picking Using only,System Inital,2/2/2021 20:47,1
6619,SJ170203,1,Picking Using only,System Inital,2/2/2021 20:47,1
6620,SJ170206,1,Picking Using only,System Inital,2/2/2021 20:47,1
6621,SJ170209,1,Picking Using only,System Inital,2/2/2021 20:47,1
6622,SJ170213,1,Picking Using only,System Inital,2/2/2021 20:47,1
6623,SJ170303,1,Picking Using only,System Inital,2/2/2021 20:47,1
6624,SJ170309,1,Picking Using only,System Inital,2/2/2021 20:47,1
6625,SJ170313,1,Picking Using only,System Inital,2/2/2021 20:47,1
6626,SJ170409,1,Picking Using only,System Inital,2/2/2021 20:47,1
6627,SJ170413,1,Picking Using only,System Inital,2/2/2021 20:47,1
6628,SJ170513,1,Picking Using only,System Inital,2/2/2021 20:47,1
6629,SJ170613,1,Picking Using only,System Inital,2/2/2021 20:47,1
6630,SJ170701,1,Picking Using only,System Inital,2/2/2021 20:47,1
6631,SJ170709,1,Picking Using only,System Inital,2/2/2021 20:47,1
6632,SK010101,1,Picking Using only,System Inital,2/2/2021 20:47,1
6633,SK010109,1,Picking Using only,System Inital,2/2/2021 20:47,1
6634,SK010207,1,Picking Using only,System Inital,2/2/2021 20:47,1
6635,SK010209,1,Picking Using only,System Inital,2/2/2021 20:47,1
6636,SK010215,1,Picking Using only,System Inital,2/2/2021 20:47,1
6637,SK010307,1,Picking Using only,System Inital,2/2/2021 20:47,1
6638,SK010310,1,Picking Using only,System Inital,2/2/2021 20:47,1
6639,SK010313,1,Picking Using only,System Inital,2/2/2021 20:47,1
6640,SK010401,1,Picking Using only,System Inital,2/2/2021 20:47,1
6641,SK010404,1,Picking Using only,System Inital,2/2/2021 20:47,1
6642,SK010407,1,Picking Using only,System Inital,2/2/2021 20:47,1
6643,SK010410,1,Picking Using only,System Inital,2/2/2021 20:47,1
6644,SK010501,1,Picking Using only,System Inital,2/2/2021 20:47,1
6645,SK010504,1,Picking Using only,System Inital,2/2/2021 20:47,1
6646,SK010507,1,Picking Using only,System Inital,2/2/2021 20:47,1
6647,SK010510,1,Picking Using only,System Inital,2/2/2021 20:47,1
6648,SK010513,1,Picking Using only,System Inital,2/2/2021 20:47,1
6649,SK010601,1,Picking Using only,System Inital,2/2/2021 20:47,1
6650,SK010701,1,Picking Using only,System Inital,2/2/2021 20:47,1
6651,SK010713,1,Picking Using only,System Inital,2/2/2021 20:47,1
6652,SK020101,1,Picking Using only,System Inital,2/2/2021 20:47,1
6653,SK020109,1,Picking Using only,System Inital,2/2/2021 20:47,1
6654,SK020201,1,Picking Using only,System Inital,2/2/2021 20:47,1
6655,SK020205,1,Picking Using only,System Inital,2/2/2021 20:47,1
6656,SK020209,1,Picking Using only,System Inital,2/2/2021 20:47,1
6657,SK020301,1,Picking Using only,System Inital,2/2/2021 20:47,1
6658,SK020304,1,Picking Using only,System Inital,2/2/2021 20:47,1
6659,SK020307,1,Picking Using only,System Inital,2/2/2021 20:47,1
6660,SK020310,1,Picking Using only,System Inital,2/2/2021 20:47,1
6661,SK020313,1,Picking Using only,System Inital,2/2/2021 20:47,1
6662,SK020401,1,Picking Using only,System Inital,2/2/2021 20:47,1
6663,SK020410,1,Picking Using only,System Inital,2/2/2021 20:47,1
6664,SK020413,1,Picking Using only,System Inital,2/2/2021 20:47,1
6665,SK020501,1,Picking Using only,System Inital,2/2/2021 20:47,1
6666,SK020507,1,Picking Using only,System Inital,2/2/2021 20:47,1
6667,SK020513,1,Picking Using only,System Inital,2/2/2021 20:47,1
6668,SK020610,1,Picking Using only,System Inital,2/2/2021 20:47,1
6669,SK020701,1,Picking Using only,System Inital,2/2/2021 20:47,1
6670,SK020709,1,Picking Using only,System Inital,2/2/2021 20:47,1
6671,SK020801,2,Storage only,System Inital,2/2/2021 20:47,1
6672,SK020809,2,Storage only,System Inital,2/2/2021 20:47,1
6673,SK030101,1,Picking Using only,System Inital,2/2/2021 20:47,1
6674,SK030109,1,Picking Using only,System Inital,2/2/2021 20:47,1
6675,SK030205,1,Picking Using only,System Inital,2/2/2021 20:47,1
6676,SK030209,1,Picking Using only,System Inital,2/2/2021 20:47,1
6677,SK030213,1,Picking Using only,System Inital,2/2/2021 20:47,1
6678,SK030301,1,Picking Using only,System Inital,2/2/2021 20:47,1
6679,SK030304,1,Picking Using only,System Inital,2/2/2021 20:47,1
6680,SK030307,1,Picking Using only,System Inital,2/2/2021 20:47,1
6681,SK030310,1,Picking Using only,System Inital,2/2/2021 20:47,1
6682,SK030313,1,Picking Using only,System Inital,2/2/2021 20:47,1
6683,SK030401,1,Picking Using only,System Inital,2/2/2021 20:47,1
6684,SK030407,1,Picking Using only,System Inital,2/2/2021 20:47,1
6685,SK030413,1,Picking Using only,System Inital,2/2/2021 20:47,1
6686,SK030504,1,Picking Using only,System Inital,2/2/2021 20:47,1
6687,SK030507,1,Picking Using only,System Inital,2/2/2021 20:47,1
6688,SK030601,1,Picking Using only,System Inital,2/2/2021 20:47,1
6689,SK030604,1,Picking Using only,System Inital,2/2/2021 20:47,1
6690,SK030610,1,Picking Using only,System Inital,2/2/2021 20:47,1
6691,SK030613,1,Picking Using only,System Inital,2/2/2021 20:47,1
6692,SK030701,1,Picking Using only,System Inital,2/2/2021 20:47,1
6693,SK030801,2,Storage only,System Inital,2/2/2021 20:47,1
6694,SK040101,1,Picking Using only,System Inital,2/2/2021 20:47,1
6695,SK040201,1,Picking Using only,System Inital,2/2/2021 20:47,1
6696,SK040205,1,Picking Using only,System Inital,2/2/2021 20:47,1
6697,SK040209,1,Picking Using only,System Inital,2/2/2021 20:47,1
6698,SK040213,1,Picking Using only,System Inital,2/2/2021 20:47,1
6699,SK040307,1,Picking Using only,System Inital,2/2/2021 20:47,1
6700,SK040310,1,Picking Using only,System Inital,2/2/2021 20:47,1
6701,SK040401,1,Picking Using only,System Inital,2/2/2021 20:47,1
6702,SK040404,1,Picking Using only,System Inital,2/2/2021 20:47,1
6703,SK040407,1,Picking Using only,System Inital,2/2/2021 20:47,1
6704,SK040410,1,Picking Using only,System Inital,2/2/2021 20:47,1
6705,SK040504,1,Picking Using only,System Inital,2/2/2021 20:47,1
6706,SK040510,1,Picking Using only,System Inital,2/2/2021 20:47,1
6707,SK040513,1,Picking Using only,System Inital,2/2/2021 20:47,1
6708,SK040601,1,Picking Using only,System Inital,2/2/2021 20:47,1
6709,SK040613,1,Picking Using only,System Inital,2/2/2021 20:47,1
6710,SK040704,1,Picking Using only,System Inital,2/2/2021 20:47,1
6711,SK040709,1,Picking Using only,System Inital,2/2/2021 20:47,1
6712,SK050101,1,Picking Using only,System Inital,2/2/2021 20:47,1
6713,SK050109,1,Picking Using only,System Inital,2/2/2021 20:47,1
6714,SK050201,1,Picking Using only,System Inital,2/2/2021 20:47,1
6715,SK050204,1,Picking Using only,System Inital,2/2/2021 20:47,1
6716,SK050209,1,Picking Using only,System Inital,2/2/2021 20:47,1
6717,SK050213,1,Picking Using only,System Inital,2/2/2021 20:47,1
6718,SK050301,1,Picking Using only,System Inital,2/2/2021 20:47,1
6719,SK050310,1,Picking Using only,System Inital,2/2/2021 20:47,1
6720,SK050401,1,Picking Using only,System Inital,2/2/2021 20:47,1
6721,SK050404,1,Picking Using only,System Inital,2/2/2021 20:47,1
6722,SK050504,1,Picking Using only,System Inital,2/2/2021 20:47,1
6723,SK050604,1,Picking Using only,System Inital,2/2/2021 20:47,1
6724,SK050610,1,Picking Using only,System Inital,2/2/2021 20:47,1
6725,SK050701,1,Picking Using only,System Inital,2/2/2021 20:47,1
6726,SK050709,1,Picking Using only,System Inital,2/2/2021 20:47,1
6727,SK050715,1,Picking Using only,System Inital,2/2/2021 20:47,1
6728,SK050801,2,Storage only,System Inital,2/2/2021 20:47,1
6729,SK060101,1,Picking Using only,System Inital,2/2/2021 20:47,1
6730,SK060109,1,Picking Using only,System Inital,2/2/2021 20:47,1
6731,SK060201,1,Picking Using only,System Inital,2/2/2021 20:47,1
6732,SK060205,1,Picking Using only,System Inital,2/2/2021 20:47,1
6733,SK060209,1,Picking Using only,System Inital,2/2/2021 20:47,1
6734,SK060213,1,Picking Using only,System Inital,2/2/2021 20:47,1
6735,SK060304,1,Picking Using only,System Inital,2/2/2021 20:47,1
6736,SK060307,1,Picking Using only,System Inital,2/2/2021 20:47,1
6737,SK060401,1,Picking Using only,System Inital,2/2/2021 20:47,1
6738,SK060407,1,Picking Using only,System Inital,2/2/2021 20:47,1
6739,SK060413,1,Picking Using only,System Inital,2/2/2021 20:47,1
6740,SK060504,1,Picking Using only,System Inital,2/2/2021 20:47,1
6741,SK060513,1,Picking Using only,System Inital,2/2/2021 20:47,1
6742,SK060607,1,Picking Using only,System Inital,2/2/2021 20:47,1
6743,SK060613,1,Picking Using only,System Inital,2/2/2021 20:47,1
6744,SK060701,1,Picking Using only,System Inital,2/2/2021 20:47,1
6745,SK060705,1,Picking Using only,System Inital,2/2/2021 20:47,1
6746,SK060709,1,Picking Using only,System Inital,2/2/2021 20:47,1
6747,SK060801,2,Storage only,System Inital,2/2/2021 20:47,1
6748,SK070101,1,Picking Using only,System Inital,2/2/2021 20:47,1
6749,SK070205,1,Picking Using only,System Inital,2/2/2021 20:47,1
6750,SK070213,1,Picking Using only,System Inital,2/2/2021 20:47,1
6751,SK070307,1,Picking Using only,System Inital,2/2/2021 20:47,1
6752,SK070310,1,Picking Using only,System Inital,2/2/2021 20:47,1
6753,SK070401,1,Picking Using only,System Inital,2/2/2021 20:47,1
6754,SK070404,1,Picking Using only,System Inital,2/2/2021 20:47,1
6755,SK070407,1,Picking Using only,System Inital,2/2/2021 20:47,1
6756,SK070410,1,Picking Using only,System Inital,2/2/2021 20:47,1
6757,SK070413,1,Picking Using only,System Inital,2/2/2021 20:47,1
6758,SK070507,1,Picking Using only,System Inital,2/2/2021 20:47,1
6759,SK070513,1,Picking Using only,System Inital,2/2/2021 20:47,1
6760,SK070601,1,Picking Using only,System Inital,2/2/2021 20:47,1
6761,SK070604,1,Picking Using only,System Inital,2/2/2021 20:47,1
6762,SK070607,1,Picking Using only,System Inital,2/2/2021 20:47,1
6763,SK070610,2,Storage only,System Inital,2/2/2021 20:47,1
6764,SK070613,1,Picking Using only,System Inital,2/2/2021 20:47,1
6765,SK070701,1,Picking Using only,System Inital,2/2/2021 20:47,1
6766,SK070801,2,Storage only,System Inital,2/2/2021 20:47,1
6767,SK080101,1,Picking Using only,System Inital,2/2/2021 20:47,1
6768,SK080109,1,Picking Using only,System Inital,2/2/2021 20:47,1
6769,SK080201,1,Picking Using only,System Inital,2/2/2021 20:47,1
6770,SK080209,1,Picking Using only,System Inital,2/2/2021 20:47,1
6771,SK080213,1,Picking Using only,System Inital,2/2/2021 20:47,1
6772,SK080307,1,Picking Using only,System Inital,2/2/2021 20:47,1
6773,SK080313,1,Picking Using only,System Inital,2/2/2021 20:47,1
6774,SK080407,1,Picking Using only,System Inital,2/2/2021 20:47,1
6775,SK080410,1,Picking Using only,System Inital,2/2/2021 20:47,1
6776,SK080507,1,Picking Using only,System Inital,2/2/2021 20:47,1
6777,SK080513,1,Picking Using only,System Inital,2/2/2021 20:47,1
6778,SK080601,1,Picking Using only,System Inital,2/2/2021 20:47,1
6779,SK080605,1,Picking Using only,System Inital,2/2/2021 20:47,1
6780,SK080609,1,Picking Using only,System Inital,2/2/2021 20:47,1
6781,SK080611,1,Picking Using only,System Inital,2/2/2021 20:47,1
6782,SK080613,1,Picking Using only,System Inital,2/2/2021 20:47,1
6783,SK080615,1,Picking Using only,System Inital,2/2/2021 20:47,1
6784,SK080701,1,Picking Using only,System Inital,2/2/2021 20:47,1
6785,SK080705,1,Picking Using only,System Inital,2/2/2021 20:47,1
6786,SK080709,1,Picking Using only,System Inital,2/2/2021 20:47,1
6787,SK100101,1,Picking Using only,System Inital,2/2/2021 20:47,1
6788,SK100213,1,Picking Using only,System Inital,2/2/2021 20:47,1
6789,SK100301,1,Picking Using only,System Inital,2/2/2021 20:47,1
6790,SK100305,1,Picking Using only,System Inital,2/2/2021 20:47,1
6791,SK100307,1,Picking Using only,System Inital,2/2/2021 20:47,1
6792,SK100309,1,Picking Using only,System Inital,2/2/2021 20:47,1
6793,SK100313,1,Picking Using only,System Inital,2/2/2021 20:47,1
6794,SK100315,1,Picking Using only,System Inital,2/2/2021 20:47,1
6795,SK100407,1,Picking Using only,System Inital,2/2/2021 20:47,1
6796,SK100410,1,Picking Using only,System Inital,2/2/2021 20:47,1
6797,SK100413,1,Picking Using only,System Inital,2/2/2021 20:47,1
6798,SK100501,1,Picking Using only,System Inital,2/2/2021 20:47,1
6799,SK100604,1,Picking Using only,System Inital,2/2/2021 20:47,1
6800,SK100610,1,Picking Using only,System Inital,2/2/2021 20:47,1
6801,SK100613,1,Picking Using only,System Inital,2/2/2021 20:47,1
6802,SK100701,1,Picking Using only,System Inital,2/2/2021 20:47,1
6803,SK100709,1,Picking Using only,System Inital,2/2/2021 20:47,1
6804,SK100801,2,Storage only,System Inital,2/2/2021 20:47,1
6805,SK110101,1,Picking Using only,System Inital,2/2/2021 20:47,1
6806,SK110201,1,Picking Using only,System Inital,2/2/2021 20:47,1
6807,SK110205,1,Picking Using only,System Inital,2/2/2021 20:47,1
6808,SK110209,1,Picking Using only,System Inital,2/2/2021 20:47,1
6809,SK110301,1,Picking Using only,System Inital,2/2/2021 20:47,1
6810,SK110304,1,Picking Using only,System Inital,2/2/2021 20:47,1
6811,SK110310,1,Picking Using only,System Inital,2/2/2021 20:47,1
6812,SK110313,1,Picking Using only,System Inital,2/2/2021 20:47,1
6813,SK110401,1,Picking Using only,System Inital,2/2/2021 20:47,1
6814,SK110403,1,Picking Using only,System Inital,2/2/2021 20:47,1
6815,SK110405,1,Picking Using only,System Inital,2/2/2021 20:47,1
6816,SK110407,1,Picking Using only,System Inital,2/2/2021 20:47,1
6817,SK110409,1,Picking Using only,System Inital,2/2/2021 20:47,1
6818,SK110413,1,Picking Using only,System Inital,2/2/2021 20:47,1
6819,SK110501,1,Picking Using only,System Inital,2/2/2021 20:47,1
6820,SK110504,1,Picking Using only,System Inital,2/2/2021 20:47,1
6821,SK110507,1,Picking Using only,System Inital,2/2/2021 20:47,1
6822,SK110513,1,Picking Using only,System Inital,2/2/2021 20:47,1
6823,SK110601,1,Picking Using only,System Inital,2/2/2021 20:47,1
6824,SK110605,1,Picking Using only,System Inital,2/2/2021 20:47,1
6825,SK110607,1,Picking Using only,System Inital,2/2/2021 20:47,1
6826,SK110609,1,Picking Using only,System Inital,2/2/2021 20:47,1
6827,SK110611,1,Picking Using only,System Inital,2/2/2021 20:47,1
6828,SK110701,1,Picking Using only,System Inital,2/2/2021 20:47,1
6829,SK110703,1,Picking Using only,System Inital,2/2/2021 20:47,1
6830,SK110709,1,Picking Using only,System Inital,2/2/2021 20:47,1
6831,SK110801,2,Storage only,System Inital,2/2/2021 20:47,1
6832,SK120101,1,Picking Using only,System Inital,2/2/2021 20:47,1
6833,SK120109,1,Picking Using only,System Inital,2/2/2021 20:47,1
6834,SK120213,1,Picking Using only,System Inital,2/2/2021 20:47,1
6835,SK120301,1,Picking Using only,System Inital,2/2/2021 20:47,1
6836,SK120305,1,Picking Using only,System Inital,2/2/2021 20:47,1
6837,SK120307,1,Picking Using only,System Inital,2/2/2021 20:47,1
6838,SK120309,1,Picking Using only,System Inital,2/2/2021 20:47,1
6839,SK120311,1,Picking Using only,System Inital,2/2/2021 20:47,1
6840,SK120313,1,Picking Using only,System Inital,2/2/2021 20:47,1
6841,SK120315,1,Picking Using only,System Inital,2/2/2021 20:47,1
6842,SK120401,1,Picking Using only,System Inital,2/2/2021 20:47,1
6843,SK120403,1,Picking Using only,System Inital,2/2/2021 20:47,1
6844,SK120405,1,Picking Using only,System Inital,2/2/2021 20:47,1
6845,SK120411,2,Storage only,System Inital,2/2/2021 20:47,1
6846,SK120501,1,Picking Using only,System Inital,2/2/2021 20:47,1
6847,SK120507,1,Picking Using only,System Inital,2/2/2021 20:47,1
6848,SK120510,1,Picking Using only,System Inital,2/2/2021 20:47,1
6849,SK120513,1,Picking Using only,System Inital,2/2/2021 20:47,1
6850,SK120601,1,Picking Using only,System Inital,2/2/2021 20:47,1
6851,SK120613,1,Picking Using only,System Inital,2/2/2021 20:47,1
6852,SK120701,1,Picking Using only,System Inital,2/2/2021 20:47,1
6853,SK120801,2,Storage only,System Inital,2/2/2021 20:47,1
6854,SK130101,1,Picking Using only,System Inital,2/2/2021 20:47,1
6855,SK130109,1,Picking Using only,System Inital,2/2/2021 20:47,1
6856,SK130209,1,Picking Using only,System Inital,2/2/2021 20:47,1
6857,SK130213,1,Picking Using only,System Inital,2/2/2021 20:47,1
6858,SK130304,1,Picking Using only,System Inital,2/2/2021 20:47,1
6859,SK130307,1,Picking Using only,System Inital,2/2/2021 20:47,1
6860,SK130310,1,Picking Using only,System Inital,2/2/2021 20:47,1
6861,SK130313,1,Picking Using only,System Inital,2/2/2021 20:47,1
6862,SK130407,1,Picking Using only,System Inital,2/2/2021 20:47,1
6863,SK130410,1,Picking Using only,System Inital,2/2/2021 20:47,1
6864,SK130413,1,Picking Using only,System Inital,2/2/2021 20:47,1
6865,SK130507,1,Picking Using only,System Inital,2/2/2021 20:47,1
6866,SK130515,1,Picking Using only,System Inital,2/2/2021 20:47,1
6867,SK130601,1,Picking Using only,System Inital,2/2/2021 20:47,1
6868,SK130613,1,Picking Using only,System Inital,2/2/2021 20:47,1
6869,SK130701,1,Picking Using only,System Inital,2/2/2021 20:47,1
6870,SK130710,1,Picking Using only,System Inital,2/2/2021 20:47,1
6871,SK140109,1,Picking Using only,System Inital,2/2/2021 20:47,1
6872,SK140201,1,Picking Using only,System Inital,2/2/2021 20:47,1
6873,SK140205,1,Picking Using only,System Inital,2/2/2021 20:47,1
6874,SK140301,1,Picking Using only,System Inital,2/2/2021 20:47,1
6875,SK140304,1,Picking Using only,System Inital,2/2/2021 20:47,1
6876,SK140307,1,Picking Using only,System Inital,2/2/2021 20:47,1
6877,SK140401,1,Picking Using only,System Inital,2/2/2021 20:47,1
6878,SK140404,1,Picking Using only,System Inital,2/2/2021 20:47,1
6879,SK140407,1,Picking Using only,System Inital,2/2/2021 20:47,1
6880,SK140510,1,Picking Using only,System Inital,2/2/2021 20:47,1
6881,SK140513,1,Picking Using only,System Inital,2/2/2021 20:47,1
6882,SK140607,1,Picking Using only,System Inital,2/2/2021 20:47,1
6883,SK140610,1,Picking Using only,System Inital,2/2/2021 20:47,1
6884,SK140613,1,Picking Using only,System Inital,2/2/2021 20:47,1
6885,SK140701,1,Picking Using only,System Inital,2/2/2021 20:47,1
6886,SK140704,1,Picking Using only,System Inital,2/2/2021 20:47,1
6887,SK140801,2,Storage only,System Inital,2/2/2021 20:47,1
6888,SK140809,1,Picking Using only,System Inital,2/2/2021 20:47,1
6889,SK150101,1,Picking Using only,System Inital,2/2/2021 20:47,1
6890,SK150109,1,Picking Using only,System Inital,2/2/2021 20:47,1
6891,SK150201,1,Picking Using only,System Inital,2/2/2021 20:47,1
6892,SK150205,1,Picking Using only,System Inital,2/2/2021 20:47,1
6893,SK150209,1,Picking Using only,System Inital,2/2/2021 20:47,1
6894,SK150211,1,Picking Using only,System Inital,2/2/2021 20:47,1
6895,SK150213,1,Picking Using only,System Inital,2/2/2021 20:47,1
6896,SK150301,1,Picking Using only,System Inital,2/2/2021 20:47,1
6897,SK150310,1,Picking Using only,System Inital,2/2/2021 20:47,1
6898,SK150313,1,Picking Using only,System Inital,2/2/2021 20:47,1
6899,SK150401,1,Picking Using only,System Inital,2/2/2021 20:47,1
6900,SK150410,1,Picking Using only,System Inital,2/2/2021 20:47,1
6901,SK150413,1,Picking Using only,System Inital,2/2/2021 20:47,1
6902,SK150501,1,Picking Using only,System Inital,2/2/2021 20:47,1
6903,SK150507,1,Picking Using only,System Inital,2/2/2021 20:47,1
6904,SK150513,1,Picking Using only,System Inital,2/2/2021 20:47,1
6905,SK150601,1,Picking Using only,System Inital,2/2/2021 20:47,1
6906,SK150607,1,Picking Using only,System Inital,2/2/2021 20:47,1
6907,SK150613,1,Picking Using only,System Inital,2/2/2021 20:47,1
6908,SK150701,1,Picking Using only,System Inital,2/2/2021 20:47,1
6909,SK150709,2,Storage only,System Inital,2/2/2021 20:47,1
6910,SK150713,1,Picking Using only,System Inital,2/2/2021 20:47,1
6911,SK160101,1,Picking Using only,System Inital,2/2/2021 20:47,1
6912,SK160109,1,Picking Using only,System Inital,2/2/2021 20:47,1
6913,SK160201,1,Picking Using only,System Inital,2/2/2021 20:47,1
6914,SK160209,1,Picking Using only,System Inital,2/2/2021 20:47,1
6915,SK160213,1,Picking Using only,System Inital,2/2/2021 20:47,1
6916,SK160215,1,Picking Using only,System Inital,2/2/2021 20:47,1
6917,SK160301,1,Picking Using only,System Inital,2/2/2021 20:47,1
6918,SK160310,1,Picking Using only,System Inital,2/2/2021 20:47,1
6919,SK160313,1,Picking Using only,System Inital,2/2/2021 20:47,1
6920,SK160315,1,Picking Using only,System Inital,2/2/2021 20:47,1
6921,SK160401,1,Picking Using only,System Inital,2/2/2021 20:47,1
6922,SK160407,1,Picking Using only,System Inital,2/2/2021 20:47,1
6923,SK160413,1,Picking Using only,System Inital,2/2/2021 20:47,1
6924,SK160501,1,Picking Using only,System Inital,2/2/2021 20:47,1
